DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INADR,ACCTY,ACCNT,ACCST,ACZIP,CLASS,IFED,DTHH,IDATE,FAT,INJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,OPJUD,STHH,STMN,TELRN,TELRT,INPRS,MXPRS,MPEST,TEST,CAUSE,MAP_CAUSE,MAP_SUBCAUSE,PRTLK,PRTLO,PRTFL,PRTFO,MLKD,MLKDO,NMDIA,THK,SPEC,MANU,MANYR,PRTYR,LOCLK,LOCLO,PNAME,PHONE,LOC,ADESC,ADESCO,CAUSR,CAUCO,COAT,PROT,CPYR,CAULK,DMGO,NOTIF,NOTDT,MARK,MRKTP,MRKTO,STAT,CAULC,CAULO,NARRATIVE
6/30/22,YES,NO,19950126,9/19/95,17570,ROCHESTER GAS & ELECTRIC CORP,5647 RUNNING BROOK ROAD,FARMINGTON,ONTARIO,NY,     ,0,NO,1315,8/17/95,0,0,1000000,733305.5092,1629382.304,Null,1,57,            ,19950817,60,60,BY TEST,90,CONSTRUCTION/OPERATING ERROR,INCORRECT OPERATION,INCORRECT OPERATION,SERVICE LINE, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,0.5,0.09,ASTM D2513,PHILLIPS PETROLEUM CO,1987,1987,UNDER GROUND OR UNDER WATER, ,GREGORY A. GEORGE,7167248481,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,OPERATING PROCEDURE INAPPROPRIATE, ,"ON AUGUST 17, 1995, AT APPROXIMATELY 1400 HOURS A NATURAL GAS EXPLOSION AND SUBSEQUENT FIRE CAUSED EXTENSIVE DAMAGE TO THE TOWNHOUSE COMPLEX AT THE SUBJECT ADDRESS. THE GAS AND ELECTRIC SERVICES TO THE TOWNHOUSE COMPLEX HAD BEEN INSTALLED IN A COMMON TRENCH IN EARLY 1987. OPERATING PRESSURE IN THE GAS SERVICE LINE WAS 60 PSI. AMBIENT TEMPERATURE IN AFTERNOON OF AUGUST 17 WAS APPROXIMATELY 85 DEGREE F. AT THE TIME OF THE INCIDENT, AN RG&E EMPLOYEE WAS WORKING AT THE SITE TO REPAIR AN UNDERGROUND ELECTRIC CABLE (URD) FAULT. BOTH THE CABLE FAULT AND A BREAK IN THE GAS SERVICE TRACER WIRE HAD BEEN PREVIOUSLY LOCATED DURING A STAKE-OUT AND FOUND TO BE IN THE IMMEDIATE VICINITY OF A FENCE POST. THE FENCE CONSISTED OF TWO SECTIONS (EACH APPROXIMATELY EIGHT FEET LONG) AND THREE POSTS WHICH HAD BEEN INSTALLED SOME TIME AFTER THE GAS AND ELECTRIC SERVICE WERE INSTALLED. AFTER THE FAULT WAS LOCATED, A TRENCH APPROXIMATELY 3 1/2' LONG X 1 1/2' DEEP WAS EXCAVATED ON THE EAST SIDE OF THE FENCE. THE ELECTRIC CABLES WERE FOUND BEHIND THE FENCE POST, ON THE WEST SIDE. THE FAULTED AREAS WERE CUT OUT IN PREPARTION FOR SPLICING IN NEW CABLE. DURING THE INSTALLATION OF HEAT SHRINK TUBING MATERIAL OVER THE FIRST COMPLETED CABLE SPLICE USING A PROPANE TORCH FLAME AS A SOURCE OF HEAT, THE EMPLOYEE WAS THROWN DIAGONALLY OUT OF THE TRENCH BY A SUDDEN BLAST AND LANDED ON HIS BACK. WHEN THEEMPLOYEE CLIMBED TO HIS FEET, HE NOTED THAT THE WOODEN FENCE WAS BEGINNING TO BURN AND HEARD A ""ROAR"". AFTER CALLING FOR HELP FROM HIS TRUCK, HE RETURNEDTO THE SCENE OF THE EXPLOSION, PICKED UP THE PROPANE TORCH (WHICH HE HAD CARRIED WITH HIM AS HE WAS THROWN OUT OF THE TRENCH AND WHICH,AT THIS POINT, WASBURNING) AND THREW IT AWAY FROM THE FIRE ONTO THE LAWN IN THE BACKYARD. HE RECALLED THAT THE FIRE HAD INCREASED IN INTENSITY AT THIS POINT. THE EMPLOYEE STATED REPEATEDLY DURING INTERVIEWS THAT HE NEITHER HEARD NOR SMELLED ESCAPING NATURAL GAS PRIOR TO THE EXPLOSION, NOR DID HE EVER SEE THE GAS SERVICE LINE. AFTER THE FIRE WAS EXTINGUISHED, EXTENSIVE PHOTOGRAPHS WERE TAKEN OF THE ENTIRE SCENE. PIECES OF GAS SERVICE TUBING, ELECTRIC CABLE, SOIL, REMAINS OF TWO FENCE POSTS AND ASSOCIATED CONCRETE, REMNANTS OF HEAT SHRINK TUBING AND ALUMINUM SPLICE CONNECTOR WERE COLLECTED AT THE SCENE OF THE INCIDENT AND BROUGHT TO THE METALLURGICAL LABORATORY FOR QUARANTINE AND EXAMINATION."
6/30/22,YES,NO,19950127,9/22/95,2585,COLUMBIA GAS OF KENTUCKY INC,NORTH HAMILTON ST. & CHESTNUT,GEORGETOWN,SCOTT,KY,     ,4,NO,1145,8/15/95,0,0,70000,51331.38564,114056.7613,Null,0,25,            ,19950815,34,44,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,BODY OF PIPE, ,STEEL, ,4,0, , ,0,1960,UNDER GROUND OR UNDER WATER, ,D.E. WILLIAMS,6144606366,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,7/27/95,YES,3,PAINT ON GROUND,YES,, ,"A WATER LINE CONTRACTOR STRUCK A 4"" STEEL GAS MAIN WITH A ROCK TRENCHER. THEESCAPING GAS IGNITED AND CAUSED APPROXIMATELY $70,000 DAMAGE TO THE TRENCHER. A LINE LOCATE REQUEST HAD BEEN MADE, BUT THE LOCATING CONTRACTOR EMPLOYED BY COLUMBIA GAS OF KENTUCKY, INC. INCORRECTLY MARKED THE GAS LINE."
6/30/22,YES,NO,19950131,10/6/95,12479,MIDWEST ENERGY INC,1117 DRUM,HAYS,ELLIS,KS,67601,3,NO,2113,9/29/95,0,0,85000,62330.96828,138497.4958,Null,0,0,            ,19950929,0,0,,0,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER,INSIDE HOUSE PIPING,OTHER,NOT GIVEN,OTHER PLASTIC,NOT GIVEN,0,0, , ,0,0,WITHIN/UNDER BUILDING, ,RICHARD J. FRIENDLY,9136251436,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,INSIDE PIPING IN HOUSE - NON JURISDICTIONAL
6/30/22,YES,NO,19950132,10/11/95,4510,EQUITABLE GAS CO,CARPENTER LN & WATSON DR,NORTH HUNTINGTON,WESTMORELAND,PA,15642,2,NO,1025,9/5/95,0,0,120000,87996.6611,195525.8765,Null,1,30,            ,19950905,14,60,BY TEST,90,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,3,0.307,ASTM-D2513,DU PONT,0,1976,UNDER PAVEMENT, ,JOHN S. HORENSKY,4125535398,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,9/1/95,NO,0, ,YES,, ,"A NOTICE WAS PLACED ON THE PA ONE-CALL SYSTEM BY THE OUTSIDE PARTY AT 2:20 PM, FRIDAY, SEPTEMBER 1, 1995 (9/4/95 LABOR DAY). HOWEVER, THE INCIDENT OCCURRED BEFORE THE UTILITY HAD SUFFICIENT TIME TO MARK OUT ITS FACILITIES."
6/30/22,YES,NO,19950137,10/24/95,14210,OKLAHOMA NATURAL GAS CO,235 SOUTH 49TH WEST AVENUE,TULSA,TULSA,OK,74127,0,NO,1255,9/25/95,0,0,180000,131994.9917,293288.8147,Null,2,0,            ,19950925,40,60,BY TEST,100,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,METER SET ASSEMBLY, ,DRIP/RISER, ,STEEL, ,2,0, , ,0,0,WITHIN/UNDER BUILDING, ,GERRY LYNN,9185887600,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"DAMAGE RESULTED WHEN A VEHICLE LEFT THE ROADWAY, JUMPED A CURB, CROSSED A SIDEWALK, TRAVELED APPROXIMATELY 15 FEET AND STRUCK THE GAS METER PUSHING IT INTO THE WALL OF THE BUILDING. A FIRE RESULTED WHICH VIRTUALLY DESTROYED THE BUILDING."
6/30/22,YES,YES,19950138,10/27/95,7348,HOPE GAS INC,BOX 109 DOOLINS RUN,NEW MARTINSVILLE,WETZEL,WV,26155,2,NO,1606,10/18/95,0,1,3000,2199.916528,4888.146912,Null,0,54,            ,19951018,32,60,BY TEST,150,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,OTHER,NOT GIVEN,POLYETHYLENE PLASTIC, ,2,0.216,ASTMD2513,PLEXCO,0,1984,UNDER GROUND OR UNDER WATER, ,THOMAS C. YOKUM,3046238909,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,"CONTRACTOR (J & L DITCHWITCH) WAS IN THE PROCESS OF EXCAVATING A DITCH FOR AWATER LINE USING A DITCH-WITCH TYPE TRENCHER. THE TRENCHER CUT INTO THE GAS PIPELINE CAUSING A RELEASE OF GAS AND IGNITION. THE TRENCHER OPERATOR WAS BURNED AND HOSPITALIZED. WARNING TAPE (6"" WIDE) INSTALLED ABOVE PIPELINE AT ALEVEL APPROXIMATELY 12"" BELOW GROUND SURFACE."
6/30/22,NO,NO,19950139,10/30/95,15462,PHILADELPHIA ELECTRIC CO,BROAD & GARFIELD STS,UPPER GWYNEDD TWP,MONTGOMERY,PA,     ,3,NO,900,9/20/95,0,0,0,0,0,YES,7,20,            ,19950921,650,710,BY TEST,1200,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,OTHER,NO FAILURE,OTHER,NOT GIVEN,0.6,0.432, ,U.S. STEEL GROUP,1995,1995,UNDER GROUND OR UNDER WATER, ,JOSEPH E. HOFFMAN,6109411529,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,9/12/95,YES,1,PA ONE CALL NOTIFICATION,YES,, ,"CONTRACTOR WORKING TO INSTALL OVERHEAD TRAFFIC SIGNALS AUGERED INTO HIGHPRESSURE GAS LINE THAT SUPPLIES MERCK, SHARP & DOHME. THE LINE WAS MARKEDINCORRECTLY AND REPAIRS TO THE FACILITIES HAVE BEEN MADE IN THE FORM OFREPLACEMENT OF THE DAMAGED SECTION OF PIPE. THERE WERE NO INJURIES ORFATALITIES. THIS REPORT IS FOR INFORMATIONAL PURPOSES ONLY. PA ONE CALL WASPLACED BY CONTRACTOR EXCAVATING IN THE AREA AND UTILITIES WERE MARKED PRIOR TOEXCAVATION. LOCATION WAS INACCURATE."
6/30/22,NO,NO,19950140,10/30/95,12390,METROPOLITAN UTILITIES DISTRICT,4522 SO. 48TH STREET,OMAHA,DOUGLAS,NE,68102,2,NO,1604,10/16/95,0,0,35000,25665.69282,57028.38063,YES,0,35,            ,19951016,7,7,,0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OTHER,FUEL LINE,JOINT,THREADED,OTHER,BLACK IRON,1.25,0, , ,0,0,WITHIN/UNDER BUILDING, ,DONALD D. BLOCKER,4024498211,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,YES,, ,"PROPERTY OWNER HIRED CONTRACTOR TO DO MASON WORK ON PROPERTY INCLUDING REMOVAL OF CONCRETE PARKING AREA ADJACENT TO INVOLVED STRUCTURE. AS CONTRACTOR REMOVED CONCRETE PARKING AREA WITH FRONT LOADER, CONCRETE DEBRIS WAS PUSHED UP AGAINST SOUTH SIDE OF INVOLVED STRUCTURE. TWO NATURAL GAS FUEL LINES EXITED THE SOUTH SIDE OF THE STRUCTURE ABOUT 8"" ABOVE GROUND AND THEN WENT UNDER GROUND. CONCRETE DEBRIS WAS PUSHED UP AGAINST THOSE FUEL LINES SEVERING ONE OF THELINES IN THE BASEMENT. THE PROPERTY OWNER NOTIFIED THE GAS COMPANY OF A SERIOUS GAS LEAK AT 1557 HRS. AT 1604 HRS. AN EXPLOSION WAS REPORTED. THE GAS SERVICE ENTERED THE INVOLVED STRUCTURE FROM THE EAST AND SUPPLIED TWO GAS METERSIN THE BASEMENT. THE INVOLVED FUEL LINE EXTENDED FROM THE METERS OUT THE SOUTH SIDE OF THE STRUCTURE. THE PROPERTY OWNER NOR THE CONTRACTOR HAD REQUESTEDUTILITY LOCATIONS. THE SUBJECT FUEL LINES HAD BEEN DISCUSSED BY THE OWNER AND CONTRACTOR. THE CONTRACTOR UNDERSTOOD THE FUEL LINES WERE DEAD. THE OWNER STATES HE HAD ADVISED THE CONTRACTOR THEY WERE LIVE BUT WERE TO BE CUT OFF. A "" MISUNDERSTANDING."""
6/30/22,NO,NO,19950142,11/6/95,17360,"RICHMOND DEPT OF PUBLIC UTILITIES, CITY OF",7201 MIDLOTHIAN TURNPIKE,RICHMOND,CHESTERFIELD,VA,     ,3,NO,515,10/12/95,0,0,50000,36665.27546,81469.11519,Null,0,30,            ,19951012,20,30,,0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY, ,REGULATOR/METER, ,OTHER,NOT GIVEN,0,0, , ,0,0,ABOVE GROUND, ,WILLIAM J. GALLI,8042308301,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,"AT APPROXIMATELY 05:15, THURSDAY, OCTOBER 10, 1995 THE CHESTERFIELD COUNTY FIRE DEPARTMENT NOTIFIED THE CITY OF RICHMOND DEPARTMENT OF UTILITIES NIGHT DISPATCHER OF A GAS FED FIRE AT CLOVERLEAF MALL SHOPPING CENTER AT 2201 MIDLOTHIAN TURNPIKE. OUR DISPATCHER IMMEDIATELY NOTIFIED OUR NIGHT SUPERVISOR, WHO RESPONDED WITHIN 30 MINUTES TO THE SITE. WITHIN ANOTHER 15 MINUTES THE GAS CONTROL VALVES WERE CLOSED AND THE FIRE WENT OUT (APPROXIMATELY 0600 HRS). WHILEINVESTIGATION CONTINUES, OUR INTITIAL COLLECTION OF FACTS HAS INDICATED THAT:A MALL CUSTODIAN PUSHED A NUMBER (4 OR 5) LARGE PLASTIC TRASH RECEPTACLES OUT OF THE BUILDING AND POSITIONED THEM IMMEDIATELY NEXT TO OR AGAINST A BANK OF SEVEN GAS METERS. THIS HAPPENED APPROXIMATELY 0220 HOURS. SOMETHING CAUSEDTHIS TRASH TO IGNITE. WHEN THE TRASH IGNITED AND INTENSIFIED IT WAS IMMEDIATELY BELOW THE BANK OF METERS. THIS CAUSED THE METER OR METERS TO MELT AND RELEASE GAS WHICH ALSO IGNITED. THE INTENSITY OF FLAMES FURTHER CAUSED THE 1 1/2"" PRESSURE REGULATOR TO MELT, RELEASING THE MAIN FLOW OF BURNING GAS (AT APPROXIMATELY 20 PSI). THE CHESTERFIELD FIRE AND POLICE ARSON INVESTIGATION UNITHAS ARRESTED AN INDIVIDUAL AND CHARGED HIM WITH ARSON FOR DELIBERATELY STARTING THIS FIRE. OUR INVESTIGATION REVEALED NO MECHANICAL MALFUNCTION OF OUR EQUIPMENT. IT WAS WITHIN A SECURED AREA NOT OPEN TO THE PUBLIC. WE ARE SATISFIEDTHAT THE INCIDENT WAS CAUSED BY A DELIBERATE ACT."
6/30/22,YES,YES,19950143,11/6/95,18532,SOUTHERN UNION GAS CO,9600 BLOCK OF KENWORTHY,EL PASO,EL PASO,TX,79924,3,NO,1250,10/16/95,0,1,10000,7333.055092,16293.82304,Null,0,20,            ,19951016,28,60,BY TEST,100,ACCIDENTALLY CAUSED BY OPERATOR,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,MAIN, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,4.5,0.409,SDR11-3408,PLEXCO,1990,1990,OTHER,EXCAVATION SITE,JOHN SEDILLO,9155446300,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"A THREE-MAN CREW WAS WORKING ON OFFSETTING A 4"" PE GAS MAIN IN THE 9600 BLOCKOF KENWORTHY, BEHIND COHEN STADIUM. THE GAS MAIN WAS ACCIDENTALLY PUNCTUREDWITH THE BACKHOE. WITHIN 30 SECONDS THE GAS IGNITED CAUSING FIRST, SECOND ANDTHIRD DEGREE BURNS TO THE FACE, ARMS, AND HANDS OF THE BACKHOE OPERATOR. A 4""POLYETHYLENE MAIN WAS ACCIDENTALLY HIT AND PUNCTURED WHILE TRENCHING WITH ABACKHOE. GAS IGNITED."
6/30/22,NO,NO,19950144,11/6/95,30740,"AMERIGAS PROPANE, L.P.",724 WEST LINE STREET,BISHOP,INYO,CA,93514,1,NO,2230,10/30/95,0,0,60000,43998.33055,97762.93823,Null,2,30,            ,19951031,10,15,BY TEST,15,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,OTHER,NOT GIVEN,STEEL, ,0.75,0.113, , ,1990,1990,ABOVE GROUND, ,MIKE WALTERS,3155982806,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,"MOTOR VEHICLE ACCIDENT- VEHICLE FAILED TO NEGOTIATE TURN - VEHICLE STRUCK BUILDING ""DAYS INN"" HIT AND RUN - IMPACT AT POINT OF SECOND STAGE REGULATOR - BROKEN PIPELINE AND UPSTREAM OF SECOND STAGE REGULATOR - WITNESS SMELLED GAS CONTACTED FIRE DEPARTMENT. AMERIGAS EMPLOYEE, MEMBER OF FD HEARD CALL AND RESPONDED - TURNED OFF TANK - MOMENT OR SO LATER FUEL IGINITED IN LAUNDRY ROOM - SOURCE WATER HEATER - EXTENSIVE STRUCTURAL DAMAGE IN AREA OF LAUNDRY ROOM BUILDING EVACUATED. TELEPHONE REPORT TO MR. HUDSPATH #312616 10-31-95 14:26."
6/30/22,YES,YES,19950147,11/16/95,15007,PACIFIC GAS & ELECTRIC CO,5311 N. DIANA,FRESNO,FRESNO,CA,     ,3,NO,1330,10/11/95,0,1,1000,733.3055092,1629.382304,Null,0,54,            ,19951011,40,60,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC,DIG IN,1.25,0.166,PE 2406,UPONOR,1995,1995,UNDER GROUND OR UNDER WATER, ,WILLIAM R. BLASTIC,4159734903,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,YES,, ,"ELECTRIC LIGHTING CONTRACTOR DUG INTO MAIN, WHICH WAS AT A DEPTH OF 48 INCHES. EMPLOYEE LAID ON GROUND AND REACHED DOWN INTO HOLE TO PREPARE PIPE TO INSTALL PLASTIC SQUEEZERS. FELLOW EMPLOYEE NOTICED THE OTHER SLUMPED IN THE HOLE AND PULLED HIM OUT. EMPLOYEE EXPERIENCED ASPHYXIA FROM THE BLOWING GAS. EMPLOYEE WAS GIVEN CPR AND REVIVED. HE WAS THEN TRANSPORTED TO THE HOSPITAL VIA AMBULANCE, WHERE HE REMAINED OVERNIGHT FOR OBSERVATION. EMPLOYEE REQUIRED INPATIENT HOSPITALIZATION AFTER BEING OVERCOME BY GAS."
6/30/22,YES,YES,19950148,11/16/95,10310,KNOXVILLE UTILITIES BOARD,9000 BLK OF GEORGE WILLIAMS RD,KNOXVILLE,KNOX,TN,37922,3,NO,1014,10/18/95,0,1,150000,109995.8264,244407.3456,Null,0,54,            ,19951018,33,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,4,0.39,PE 2406,PHILLIPS-DRISCO PIPE,1994,1994,UNDER GROUND OR UNDER WATER, ,MICHAEL BEST,4235948162,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,"GAS FACILITIES HAD BEEN PREVIOUSLY MARKED IN AREA AT THE REQUEST OF ANOTHER EXCAVATOR - NO REQUEST AT THIS SITE BY THIRD PARTY CAUSING DAMAGE. A 4-INCH POLYETHYLENE GAS MAIN WAS DAMAGED BY ACTION OF THIRD PARTY WHILE INSTALLING AN18-INCH STORM DRAIN. WHILE A KUB LEAK REPAIR CREW WAS MAKING THE REPAIR, ESCAPING GAS WAS IGNITED BY AN UNKNOWN SOURCE. A 4 INCH POLYETHYLNE GAS MAIN WASDAMAGED BY ACTION OF A 3RD PARTY WHILE INSTALLING AN EIGHTEEN INCH STORM DRAIN. WHILE THE KUB LEAK REPAIR CREW WAS MAKING THE REPAIR, ESCAPING GAS WAS IGNITED BY AN UNKNOWN SOURCE. THE KUB LEAK REPAIR CREW WAS DISPATCHED THE REPORT OF A GAS MAIN BLOWING AT 10:12 A.M. KUB'S AREA CONSTRUCTION SUPERVISOR ALSOHEARD THE INITIAL DISPATCH. THE AREA CONSTRUCTION SUPERVISOR RADIOED FOR A NEARBY KUB GAS CONSTRUCTION CREW AND ENGINEERING FIELD SERVICES REPRESENTATIVETO RESPOND. ALL KUB PERSONNEL AND EQUIPMENT RESPONDED TO THE SITE ALMOST SIMULTANEOUSLY AT APPROXIMATELY 10:27 A.M. AFTER ASSESSING THE SITUATION, KUB PERSONNEL CLOSED A VALVE ELIMINATING THE ONE OF THE TWO GAS FEEDS AND ENTERED THE TRENCH  AT APPROXIMATELY 10:35 A.M. TO INSTALL A TEMPORARY LEAK REPAIR CLAMP. AT APPROXIMATELY 10:45 A.M. IGNITION OF THE GAS OCCURRED. PERSONNEL EXITED THE TRENCH WHILE EXTINGUISHERS WERE DISCHARED. SIMULTANEOUSLY INJURED PERSONNEL WERE CARED FOR, REPORT OF THE INCIDENT WAS MADE TO KUB DISPATCH; AND VALVE LOCATION INFORMATION NEEDED TO SHUT OFF THE GAS SUPPLY WAS DISPATCHED. APPROPRIATE VALVES WERE CLOSED TO EXTINGUISH THE NATURAL GAS FIRE AT 11:05 A.M."
6/30/22,YES,YES,19950149,11/27/95,18536,SOUTHWEST GAS CORP,286 B HARMON AVENUE,LAS VEGAS,CLARK,NV,89109,3,NO,30,11/5/95,0,2,500000,366652.7546,814691.1519,Null,1,15,            ,19951105,30,33,,0,DAMAGE BY OUTSIDE FORCES,NATURAL FORCE DAMAGE,EARTH MOVEMENT,SERVICE LINE, ,BODY OF PIPE, ,OTHER PLASTIC,PVC,0.84,0.0652,STD.PVC,KRALOY,1965,1965,UNDER GROUND OR UNDER WATER, ,JOHN B. CLAYTON,7023652102,,, ,, ,,Null,,EARTH MOVEMENT: SUBSIDENCE,LANDSLIDE/WASHOUT,NO,,NO,0, ,NO,, ,"AN EXPLOSION AND FIRE OCCURRED IN AN EIGHT-UNIT, TWO-STORY APARTMENT STRUCTURE AT THE GRAND PLAZA APARTMENTS LOCATED AT 286 E. HARMON AVENUE. ACTUAL CAUSE OF THE INCIDENT IS UNKNOWN. PROBABLE CAUSE WAS AN ACCUMULATION OF GAS, EITHER METHANE SEWER GAS, NATURAL GAS OR A COMBINATION THEREOF IN THE UPPER REAR APARTMENT. A FAILURE OCCURRED IN THE BUILDING SEWER SYSTEM UNDER THE STRUCTURE PERMITTING SEWER GAS TO ENTER AN UPPER REAR APARTMENT. A NATURAL GAS LEAK WAS FOUND OUTSIDE IN A SOUTHWEST GAS ONE-HALF INCH PLASTIC POLYVINYL CHLORIDE (PVC) SERVICE PIPE LOCATED IN THE REAR OF THE STRUCTURE. THE NATURAL GAS LEAKWAS CAUSED BY EXTERNAL DAMAGE DUE TO SETTLEMENT OF THE EARTH IN THE VICINITYOF THE METER SET ASSEMBLY. EARTH SETTLEMENT FROM WASHOUT DUE TO POSSIBLE WATERLINE BREAK."
6/30/22,YES,NO,19950156,12/1/95,12684,MONTANA - DAKOTA UTILITIES CO,614 S. 31ST STREET,BILLINGS,YELLOWSTONE,MT,59101,3,NO,452,11/1/95,0,0,212000,155460.7679,345429.0484,Null,0,2,            ,19951101,50,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,METER SET ASSEMBLY, ,JOINT,THREAD,STEEL, ,0.75,0,SCHED 40, ,0,0,ABOVE GROUND, ,RONALD E. BLUM,7012227924,,, ,, ,,Null,,LIGHTNING OR FIRE, ,NO,,NO,0, ,NO,, ,INVESTIGATION SHOWED THAT INITIAL EXPLOSION WAS NOT CAUSED BY LEAKAGE FROM JURISDICTIONAL PIPING. EXPLOSION OF UNKNOWN ORIGIN INSIDE BUILDING COLLAPSED WALL ON METER SET CAUSING LEAKAGE.
6/30/22,YES,NO,19950157,12/5/95,6920,GULF STATES UTILITIES CO,13310 PALOMINO STREET,BATON ROUGE,EAST BATON ROUGE,LA,70739,2,NO,808,11/28/95,0,0,100000,73330.55092,162938.2304,Null,0,55,            ,19951128,30,60,BY TEST,90,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,1,0.099,ASTM D 2513,PLEXCO,1976,1976,UNDER PAVEMENT, ,ALBERT A. GABRIEL,5043543111,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,11/13/95,YES,3,MARKING PAINT,YES,, ,"ON NOVEMBER 28, 1995, A BARBER BROTHERS CONSTRUCTION ROAD REPAIR CREW, RUPTURED AN UNDERGROUND NATURAL GAS SERVICE LINE OWNED AND OPERATED BY GULF STATESUTILITIES. THIS WAS A 1-INCH PLASTIC LINE SERVING A SINGLE RESIDENCE AT 13310 PALOMINO STREET IN BATON ROUGE, LOUISIANA. THE LINE WAS PROPERLY MARKED BY GULF STATES UTILITIES PERSONNEL PRIOR TO ROAD REPAIR WORK. WHEN THE LINE RUPTURED, AN UNKNOWN SOURCE IGNITED THE ESCAPING GAS WHICH CAUSED SEVERE DAMAGE TO THE CMI RECLAIMER 333, OPERATED BY BARBER BROTHERS CONSTRUCTION. THERE WERENO REPORTED INJURIED OR DAMAGE TO PUBLIC PROPERTY. THE ESTIMATED DAMAGE TO THE CMI RECLAIMER IS $100,000. DAMAGE TO GULF STATES UTILITIES FACILITIES WAS MINIMAL."
